EAD,Previous EAD,change_EAD,percentage_change_EAD
15778.875003392923,15145.124997471577,633.7500059213453,4.184514858920924
5522.606251187524,5300.793749115053,221.81250207247103,4.184514858920926
3944.7187508482307,3786.2812493678944,158.43750148033632,4.184514858920924
3944.7187508482307,3786.2812493678944,158.43750148033632,4.184514858920924
7100.493751526816,6815.30624886221,285.18750266460574,4.184514858920928
3949.1274966384053,3790.5129202607754,158.61457637762987,4.184514858920932
19745.63748319203,18952.56460130388,793.0728818881507,4.184514858920939
2843.371797579654,2729.1693025877603,114.20249499189367,4.184514858920934
5528.778495293771,5306.718088365089,222.0604069286819,4.184514858920931
15217.5077128063,14606.304721400045,611.202991406255,4.184514858920935
7971.07546861282,7650.921520733354,320.1539478794666,4.1845148589209336
14492.864488386953,13910.766401333378,582.098087053575,4.1845148589209265
7971.07546861282,7650.921520733354,320.1539478794666,4.1845148589209336
10434.862431638605,10015.75180896003,419.11062267857415,4.184514858920928
3623.216122096738,3477.6916003333445,145.52452176339375,4.1845148589209265
13043.578039548262,12519.689761200043,523.8882783482186,4.1845148589209336
11956.613202919234,11476.382281100034,480.2309218192004,4.184514858920936
13768.221263967607,13215.22808126671,552.9931827008968,4.18451485892093
7060.807647448559,6777.214115753948,283.59353169461065,4.18451485892093
8472.96917693827,8132.656938904737,340.3122380335326,4.184514858920927
6354.726882703702,6099.492704178553,255.23417852514922,4.184514858920924
17652.019118621396,16943.03528938487,708.9838292365275,4.184514858920935
3389.187670775309,3253.0627755618957,136.1248952134133,4.184514858920934
13715.618855168823,13164.738419852041,550.8804353167816,4.1845148589209336
17122.458545062756,16434.744230703327,687.7143143594294,4.18451485892092
2824.323058979423,2710.8856463015786,113.43741267784435,4.1845148589209336
11790.213829860642,11316.666249131255,473.54758072938785,4.184514858920935
1351.3139060012193,1297.0391116482808,54.27479435293844,4.184514858920937
10134.85429500914,9727.793337362102,407.06095764703787,4.184514858920934
2432.3650308021934,2334.6704009669043,97.6946298352891,4.184514858920936
