EAD,Previous EAD,change_EAD,percentage_change_EAD
9320.343041149643,8781.206039927132,539.1370012225107,6.139669184063292
10651.820618456733,10035.664045631007,616.1565728257265,6.139669184063293
19972.163659606376,18816.870085558137,1155.293574048239,6.139669184063303
2662.9551546141834,2508.9160114077517,154.03914320643162,6.139669184063293
4061.00661078663,3826.0969173968215,234.90969338980858,6.139669184063302
10386.289167912357,9785.492311928028,600.7968559843284,6.139669184063299
9943.97781646921,9368.766544038073,575.2112724311373,6.139669184063295
6629.318544312809,6245.84436269205,383.4741816207588,6.139669184063304
6629.318544312809,6245.84436269205,383.4741816207588,6.139669184063304
7735.95445008179,7288.466705757673,447.48774432411756,6.139669184063303
8412.384474964874,7925.768508262865,486.61596670200925,6.139669184063308
1941.319494222663,1829.0235019068148,112.29599231584825,6.139669184063306
32355.324903711047,30483.725031780246,1871.5998719308009,6.139669184063296
18764.024581684833,17678.61604047869,1085.4085412061431,6.139669184063309
8005.983821518859,7542.876177270906,463.10764424795343,6.139669184063297
4065.538659365044,3830.3668087703804,235.17185059466374,6.139669184063297
1907.6758324712903,1797.3259641153327,110.3498683559576,6.139669184063295
5117.797306942779,4821.757356401491,296.0399505412879,6.139669184063307
2843.220726079322,2678.7540868897177,164.4666391896044,6.1396691840633055
4549.153161726916,4286.006539023549,263.14662270336703,6.1396691840633055
11372.882904317288,10715.01634755887,657.8665567584176,6.1396691840633055
6368.814426417682,6000.409154632968,368.4052717847135,6.139669184063299
6539.40766998244,6161.13439984635,378.2732701360901,6.139669184063306
11100.187832802227,10458.095373891463,642.0924589107635,6.139669184063298
8633.479425512838,8134.074179693356,499.40524581948193,6.139669184063291
9866.833629157532,9296.08477679241,570.7488523651227,6.139669184063295
6166.771018223456,5810.052985495254,356.71803272820216,6.1396691840633055
6166.771018223456,5810.052985495254,356.71803272820216,6.1396691840633055
12333.542036446912,11620.105970990508,713.4360654564043,6.1396691840633055
7400.1252218681475,6972.063582594305,428.06163927384205,6.139669184063297
24667.084072893824,23240.211941981015,1426.8721309128086,6.1396691840633055
13813.567080820543,13014.518687509371,799.0483933111718,6.139669184063297
7529.771958772481,7094.210879548384,435.56107922409774,6.139669184063295
4392.366975950616,4138.289679736558,254.07729621405724,6.139669184063298
6274.809965643736,5911.842399623654,362.9675660200819,6.139669184063301
8408.245353962608,7921.868815495698,486.37653846690955,6.1396691840632975
4257.651691125253,4011.367025971975,246.28466515327773,6.1396691840632975
18247.078676251087,17191.572968451324,1055.5057077997626,6.139669184063302
8515.303382250506,8022.73405194395,492.56933030655546,6.1396691840632975
7298.831470500431,6876.629187380527,422.2022831199047,6.139669184063299
11678.130352800694,11002.606699808846,675.5236529918475,6.1396691840632975
2432.943823500144,2292.2097291268424,140.73409437330156,6.139669184063299
15205.898896875899,14326.310807042764,879.5880898331343,6.139669184063297
7757.885963942806,7309.129587062665,448.7563768801401,6.139669184063307
3324.8082702612023,3132.4841087411423,192.32416152006,6.1396691840633055
8866.155387363207,8353.290956643048,512.8644307201594,6.139669184063297
4433.077693681604,4176.645478321524,256.4322153600797,6.139669184063297
22210.81326660384,20926.024583783757,1284.7886828200826,6.139669184063304
18509.011055503193,17438.353819819793,1070.6572356834004,6.139669184063296
11722.373668485363,11044.290752552542,678.0829159328205,6.139669184063293
24678.6814073376,23251.138426426398,1427.542980911203,6.139669184063304
1974.2945125870083,1860.0910741141122,114.2034384728961,6.139669184063296
12339.3407036688,11625.569213213199,713.7714904556015,6.139669184063304
7330.041229989333,6906.033612444994,424.00761754433915,6.1396691840633055
3742.9997770158293,3526.4852489080818,216.51452810774754,6.139669184063303
6238.332961693048,5877.475414846802,360.8575468462459,6.139669184063303
7985.066190967102,7523.168531003907,461.8976599631942,6.139669184063296
11228.999331047491,10579.455746724248,649.5435843232426,6.1396691840633
7127.633945728869,6715.334615720727,412.2993300081416,6.139669184063308
9206.527179899786,8673.97387863927,532.5533012605156,6.139669184063302
16720.24129768897,15753.055786044872,967.1855116440966,6.139669184063293
7127.633945728869,6715.334615720727,412.2993300081416,6.139669184063308
17819.08486432217,16788.336539301818,1030.7483250203513,6.139669184063291
10691.450918593302,10073.00192358109,618.4489950122115,6.139669184063299
13067.328900502922,12311.446795487996,755.8821050149254,6.139669184063302
5939.694954774057,5596.112179767272,343.5827750067847,6.139669184063308
23758.779819096228,22384.44871906909,1374.3311000271387,6.139669184063308
7973.963052465416,7512.70765564313,461.25539682228555,6.139669184063298
13767.993759652512,12971.581563700365,796.4121959521472,6.139669184063297
4589.331253217503,4323.860521233454,265.47073198404905,6.1396691840632975
18930.991419522205,17835.924650088,1095.0667694342046,6.139669184063309
4130.3981278957535,3891.474469110109,238.92365878564442,6.139669184063304
5736.66406652188,5404.825651541819,331.8384149800613,6.139669184063297
3441.998439913128,3242.8953909250913,199.1030489880368,6.139669184063297
18185.22509087436,17133.297315387565,1051.9277754867944,6.139669184063297
6883.996879826256,6485.790781850183,398.2060979760736,6.139669184063297
7457.663286478445,7026.273347004365,431.38993947408017,6.139669184063303
22227.138027663586,20941.40503596082,1285.7329917027673,6.139669184063305
8001.769689958889,7538.905812945894,462.86387701299554,6.139669184063297
13336.282816598141,12564.843021576482,771.4397950216589,6.139669184063297
16003.539379917778,15077.811625891787,925.7277540259911,6.139669184063297
6112.462957607483,5758.886384889222,353.57657271826065,6.139669184063301
16670.35352074768,15706.053776970608,964.2997437770737,6.139669184063295
7779.498309682251,7329.491762586283,450.006547095968,6.1396691840633
9185.099050316066,8653.785263253105,531.3137870629616,6.139669184063296
22962.747625790165,21634.46315813276,1328.284467657406,6.1396691840633055
3444.4121438685265,3245.1694737199155,199.24267014861107,6.139669184063307
17222.060719342626,16225.847368599572,996.2133507430535,6.139669184063298
